objectid,collectionid,cdmid,youtubeid,title,description,creator,date,date-is-approximate,subject,location,latitude,longitude,source,identifier,original_format,format,type,language,rights,rightsstatement
demo_psychiana538,psychiana,538,,"Label of a photograph mailed from Frank B. Robinson to his son, Albert B. Robinson","Photograph of a brown paper label torn from a package used to mail a photograph from Frank B. Robinson to Alfred B. Robinson, including addresses and postage.",,1948-01-20,,Mailings; Alfred B. Robinson,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Photographs'",single-page; photographs,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_psychiana687,psychiana,687,,Letterheads Used by Frank B. Robinson,Pages 1-2 official envelopes used to mail Psychiana correspondence including return address on front and the words 'Quiet Talks With God' on the back; Page 3-7 various official letterheads used by Frank B. Robinson for personal correspondence on behalf of Psychiana,,1952,yes,Mailings; Letterheads,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Letterheads'",multiple-page; envelopes; letterheads,application/pdf,Text,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_psychiana450,psychiana,450,,Marilyn Allen's Challenge,Advertisement depicts a man in a suit holding bags of money and a challenge to those that that think God and Right can bring Hitler to his knees. Also includes a letter about Psychiana's need for money in a campaign called ''Blitzkrieg' for God.' Includes a 'Blitzkrieg Campaign' button pin with an illustration of Hitler.,"Allen, Marilyn R.",1942,yes,Donations; Blitzkrieg; Hitler; Success; World War; Illustrations,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 31",multiple-page; advertisements,application/pdf,Text,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_psychiana523,psychiana,523,,Negative photograph of a Psychiana pin,Negative photograph of a pin worn by members of Psychiana. Pin includes a small hand holding a lit torch with the capital letter 'P' prominently in front.,"Robinson, Frank B.",1936,yes,Psychiana Pin,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Miscellaneous Negatives'",single-page; buttons (information artifacts),image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_psychiana722,psychiana,722,,Negative photograph of Frank B. Robinson's books Ye Men of Athens and The Wanderer,"Negative photograph of the covers of Frank B. Robinson's books Ye Men of Athens, which depicts an Ancient Greek building, statue, and column, and The Wanderer, which includes text only. Both published by Psychiana, Inc.","Robinson, Frank B.",1947,yes,Robinson's Books,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Miscellaneous Negatives'",single-page; negatives,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_psychiana725,psychiana,725,,Negative photograph of several copies of the June 1948 edition of the 'The Way: A Quarterly Publication of the Psychiana Religion.',"Negative photograph of the covers of The Way that include rays of light moving to a point behind a picture of mountains, a mountain lake, and clouds.","Robinson, Frank B.",1948,yes,Robinson's Writings; Psychiana Journal,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - 'Miscellaneous Negatives'",single-page; negatives,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_psychiana209,psychiana,209,,Notes from Robinson to Staff,"Letters and notes that include instructions for how to manage Psychiana employees, referred to as 'girls,' while Robinson is away. Includes insults, disciplinary action, sending staff home, and specific instruction about Psychiana mail.","Robinson, Frank B.",1940,yes,Psychiana Staff; Psychiana Headquarters; Mailings; Pearl Bey Robinson,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 3, Folder 1",multiple-page; notes,application/pdf,Text,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_psychiana1035,psychiana,1035,,Now --- It's War!,A flyer discussing the Japanese attack on Pearl Harbor in 1941.,"Robinson, Frank B.",1941-12-07,,"Moscow, Idaho; World War;","New York, NY",40.713569,-74.023587,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 13",single-page; flyers,application/pdf,Text,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_psychiana247,psychiana,247,,Order Blank,"Order form blank for Psychiana written materials with retail, cost, and profit columns.",,1936,yes,Order Blank; Prices; Psychiana Publications,"New York, NY",40.713569,-74.023587,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 23",single-page; order forms,application/pdf,Text,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_psychiana842,psychiana,842,,Packet featuring atom bomb as volcano,"Packet with a series of materials, most of which are focused on how near earth is to destruction, employing the atom bomb and communism in particular. Includes history of the movement, testimony, advertisements for lessons, application for membership, and form envelopes. Also includes large mailer the packet was sent in.",,1947-03-28,,"Atom Bomb; Living God; Moscow, Idaho; Lessons; Spirit of God; Health; Happiness; Testimonials; God-Realm","Hendersonville, TN",36.29246,-86.622565,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 4",multiple-page; mailers,application/pdf,Text,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
