title,subject,description,creator,publisher,contributors,date,type,genre,format,digitization,identifier,source,relation,language,coverage,rights,rightsstatement,audience,image size,dpi,date (digitized),negative or print,location,note,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Woman and Koto Hirahara standing outside together.,"Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a woman and Koto Hirahara posing outside of the barracks, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0066n06a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-10-14,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1543,1543,1544.jp2,/hiraharag/image/1544.jp2,hiraharag1543
Woman holding a baby.,"Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a woman holding a baby inside of a barrack, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0066n05b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-10-14,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1544,1544,1545.jp2,/hiraharag/image/1545.jp2,hiraharag1544
"Dick Kurokawa standing inside of a building, 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of Dick Kurokawa standing inside of a building and wearing a jacket, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0072n02.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,1.5&quot;x2&quot;,2400,2011-10-17,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1545,1545,1546.jp2,/hiraharag/image/1546.jp2,hiraharag1545
"Kozo Matsushima standing outside of the Heart Mountain School, 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of Kozo Matsushima dressed in suit and posing outside of the Heart Mountain School, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0072n04a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-10-17,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1546,1546,1547.jp2,/hiraharag/image/1547.jp2,hiraharag1546
Frank Hirahara standing on the stairs of barrack.,"Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of Frank Hirahara dressed in a suit and standing on the stairs of barrack 15-9-A-B, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0072n04b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-10-17,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1547,1547,1548.jp2,/hiraharag/image/1548.jp2,hiraharag1547
"Midori Ishibashi, 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of Midori Ishibashi posing inside of a barrack, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0074n01.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,3&quot;x2&quot;,2400,2011-10-17,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1548,1548,1549.jp2,/hiraharag/image/1549.jp2,hiraharag1548
"Midori Ishibashi, 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of Midori Ishibashi posing inside of a barrack, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0074n02.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,3&quot;x2&quot;,2400,2011-10-17,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1549,1549,1550.jp2,/hiraharag/image/1550.jp2,hiraharag1549
"Migita family standing outside of the barracks, May 7, 1944","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of the Migita family, including Torakichi and Momoye Migita, Pauline Hatsuye Sakahara, and Suzanne Sakahara posing outside of the barracks, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944-05-07,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0075n03.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-10-17,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1550,1550,1551.jp2,/hiraharag/image/1551.jp2,hiraharag1550
Frank Hirahara standing outside of the barracks.,"Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of Frank Hirahara posing outside of the barracks, Heart Mountain Relocation Center, Wyoming.  He is wearing dark slacks and a white t-shirt.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0072n05b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-10-17,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1551,1551,1552.jp2,/hiraharag/image/1552.jp2,hiraharag1551
"Baby Yonemura with a rattle, January, 1945.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of baby Yonemura seated with a rattle in a chair covered with a blanket, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-01,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0078n02.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,3&quot;x2&quot;,2400,2011-10-17,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1552,1552,1553.jp2,/hiraharag/image/1553.jp2,hiraharag1552
