title,creator,date,date.digital,publisher,description,subject,type,genre,location,rights,rightsstatement,identifier,holding institution,digitization,format,contributors,language,source,relation,dates,control,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Washington Ter. = Washington Territory, (1888)",Rand McNally and Company.,1888/1889,2000-2002,Chicago : Rand McNally &amp; Co.,"1 map : col. ; 33 x 50 cm. Political map showing counties, cities and railroads. Relief shown by hachures. Scale ca. 1:600,000.",Washington (State)--Maps; Railroads--Washington (State)--Maps,Image,Maps,United States--Washington (State),http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please give credit to the University of Washington Libraries.,uwm65; G1019.R35 1888 map 1,University of Washington Libraries Map Collection,,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found in Rand, McNally & Co.'s new indexed atlas of the world [p. 718-719], 1888-1889. G1019.R35 1888 map 1 at University of Washington Libraries Map Collection",,1888; 1889,,,2005-02-02,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/34,34,uw65.jp2,/maps/image/uw65.jp2,maps34
"Johnson&#x27;s Washington, Oregon and Idaho, (1863)",Johnson and Ward.,1863,2000-2002,New York : Johnson and Ward.,"1 map : col. ; 29 x 37 cm. Scale ca. 1:3,500,000.",Washington (State)--Maps; Oregon--Maps; Idaho--Maps,Image,Maps,United States--Washington (Terr.); United States--Oregon; United States--Idaho,http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please give credit to the University of Washington Libraries.,uwm70; G1019.J6 1863 map 1,University of Washington Libraries Map Collection,,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found in Johnson's new illustrated (steel plate) family atlas [p. 57], 1863. G1019.J6 1863 map 1 at University of Washington Libraries Map Collection",,1863,,,2005-02-02,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/35,35,uw70.jp2,/maps/image/uw70.jp2,maps35
"Map of Oregon, Washington, Idaho and part of Montana, (1869)","Mitchell, S. Augustus (Samuel Augustus), 1792-1868.",1869,2000-2002,"Philadelphia : S.A. Mitchell, Jr. ;  New York : J.W. Willson.","1 map : col. ; 28 x 34 cm. Relief shown by hachures. Scale ca. 1:4,500,000.",Washington (State)--Maps; Oregon--Maps; Idaho--Maps,Image,Maps,United States--Washington (Terr.); United States--Oregon; United States--Idaho,http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please give credit to the University of Washington Libraries.,uwm78; G1019.M58 1869 map 1,University of Washington Libraries Map Collection,,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found in Mitchell's new general atlas [p.54], 1869. G1019.M58 1869 map 1 at University of Washington Libraries Map Collection",,1869,,,2005-02-02,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/36,36,uw78.jp2,/maps/image/uw78.jp2,maps36
"Johnson&#x27;s Oregon and Washington, (1873).","Johnson, A. J. (Alvin Jewett), 1827-1884.",1873,2000-2002,New York : A. J. Johnson,"1 map : col. ; 40 x 28 cm. Relief shown by hachures and spot heights. Scale ca. 1:2,000.000.",Washington (State)--Maps; Oregon--Maps,Image,Maps,United States--Washington (Terr.); United States--Oregon,http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please give credit to the University of Washington Libraries.,uwm84; G1019.J6 1873 map 1,University of Washington Libraries Map Collection,,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found in Johnson's new illustrated family atlas of the world [p.78], 1873. G1019.J6 1873 map 1 at University of Washington Libraries Map Collection",,1873,,,2005-02-02,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/37,37,uw84.jp2,/maps/image/uw84.jp2,maps37
"Oregon and Washington, (1874)","Gray, Ormando Willis.; Gray, Frank A.; Stedman, Brown &amp; Lyon.",1874,2000-2002,"Philadelphia : Stedman, Brown &amp; Lyon.","1 map : col. ; 38 x 31 cm. Relief shown by hachures and spot heights. Scale 1:2,534,400.",Washington (State)--Maps; Oregon--Maps,Image,Maps,United States--Washington (Terr.); United States--Oregon,http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please give credit to the University of Washington Libraries.,uwm93; G1200.G7 1874 map 1,University of Washington Libraries Map Collection,,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found in Gray's atlas of the United States [p. 136], 1874. G1200.G7 1874 map 1 at University of Washington Libraries Map Collection",,1874,,,2005-02-02,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/38,38,uw93.jp2,/maps/image/uw93.jp2,maps38
"Town of Port Angeles, Washington, with additions, (1890)","Levy, Lewis",1890,2000-2002,"Port Angeles, Wa.? : s.n.","1 map ; 31 x 58 cm. Cadastral map. Depths shown by soundings. Inset: [Port Angeles harbor]. Includes ill. of local scenes. Scale [1:20,280]. 1690 ft.=1 in. (W 123&amp;deg;3005--W 123&amp;deg;2055/N 48&amp;deg;0738--N 48&amp;deg;0515).",Real property--Washington (State)--Port Angeles--Maps; Port Angeles (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Clallam county--Port Angeles,http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please credit University of Washington Libraries Special Collections.,uwm124; G4284.P5 G46 1890 .L4,"University of Washington Libraries, Special Collections: photos@uw.edu",,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found as Town of Port Angeles, Washington, with additions, 1890. G4284.P5 G46 1890 .L4 at University of Washington Libraries Special Collections, photos@uw.edu",,1890,,,2005-02-02,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/42,42,uw124.jp2,/maps/image/uw124.jp2,maps42
"State of Washington, (1914)",Geological Survey (U.S.).,1914,2000-2002,"Washington, D.C. : The Survey","1 map : col. ; 82 x 122 cm. &quot;Advance sheet.&quot; &quot;Compiled in 1914 in cooperation with the state of Washington.&quot; Relief shown by hachures. Scale 1:500,000 (W 125&amp;deg;--W 117&amp;deg;/N 49&amp;deg;--N 45&amp;deg;)",Washington (State)--Maps,Image,Maps,United States--Washington (State),http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please give credit to the University of Washington Libraries.,uwm10; G4280 1914 .G42,University of Washington Libraries Map Collection,,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found as State of Washington, 1914. G4280 1914 .G42 at University of Washington Libraries Map Collection",,1914,,,2005-02-02,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/44,44,uw10.jp2,/maps/image/uw10.jp2,maps44
"Map of western Washington, showing classification of lands (1898)","Rankine, John W; Plummer, George H; Geological Survey (U.S.)",1898,2000-2002,"Washington, D.C. : U.S. Geological Survey","1 map : col. ; 107 x 70 cm. Shows cut areas, timbered and timberless areas, burned areas, and Northern Pacific land grant boundaries. Plate III from the &quot;Nineteenth annual report&quot; of the U.S. Geological Survey, Part 5, Forest reserves (1898) Public land grid. &quot;Julius Bien &amp; Co. Lith. N.Y.&quot; Scale ca. 1:380,000 (W 124&amp;deg;30--W 121&amp;deg;30/N 49&amp;deg;00--N 45&amp;deg;30)",Forests and forestry--Washington (State)--Maps; Land use--Washington (State)--Maps,Image,Maps,United States--Washington (State),http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government. Please give credit to the University of Washington Libraries.,uwm17; G4281.K1 1898 .R3,University of Washington Libraries Map Collection,,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found as Map of western Washington, showing classification of lands, 1898. G4281.K1 1898 .R3 at University of Washington Libraries Map Collection",,1898,,,2005-02-02,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/51,51,uw17.jp2,/maps/image/uw17.jp2,maps51
Authorized birds eye view of the Alaska-Yukon-Pacific Exposition (1909),"Caughey, William; Schmidt Litho. Co.; Alaska-Yukon-Pacific Exposition (1909 : Seattle, Wash.)",1909,2000-2002,Seattle : The Exposition; (Seattle : Schmidt Litho. Co.),1 view : col. ; 57 x 100 cm; Identifies points of interest; Identifies points of interest; Oriented with north to bottom; One of library&#x27;s copies mounted on muslin; 1 view : col. ; 57 x 100 cm,"Alaska-Yukon-Pacific Exposition (1909 : Seattle, Wash.)--Pictorial works; Exhibitions--Washington (State)--Seattle--Maps; Seattle (Wash.)--Pictorial works",Image,Maps; Bird&#x27;s-eye views,United States--Washington (State)--King county--Seattle,http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please credit University of Washington Libraries Special Collections.,uwm19; G4284.S4:2A42 A3 1909 .C3,"University of Washington Libraries, Special Collections: photos@uw.edu",,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found as Authorized birds eye view of the Alaska-Yukon-Pacific Exposition, 1909. G4284.S4:2A42 A3 1909 .C3 at University of Washington Libraries Special Collections, photos@uw.edu",,1909,,,2005-02-02,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/52,52,uw19.jp2,/maps/image/uw19.jp2,maps52
"Polk&#x27;s new guide map of the city of Seattle, Washington (1899)","Bouillon, Arthur M.; R.L. Polk &amp; Co.",1899,2000-2002,Seattle : Polk&#x27;s Seattle Directory Co.,"1 map : col. ; 69 x 56 cm. Indicates radial distances from Pioneer Square. Inset: Vicinity map showing proposed new water supply system from Cedar River. Includes location map as part of cartouche. Includes key to buildings and street index. Scale ca. 1:24,000 (W 122&amp;deg;26&#x27;06&quot;--W 122&amp;deg;15&#x27;50&quot;/N 47&amp;deg;41&#x27;26&quot;--N 47&amp;deg;32&#x27;29&quot;)",Seattle (Wash.)--Maps,Image,Maps,United States--Washington (State)--King county--Seattle,http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please credit University of Washington Libraries Special Collections.,uwn22; G4284.S4 1899 .B6,"University of Washington Libraries, Special Collections: photos@uw.edu",,image/jpg2000,University of Washington Libraries Map Collection,English,"Is removed from Polk's Seattle city directory, 1899. G4284.S4 1899 .B6 at University of Washington Libraries Special Collections, photos@uw.edu",,1899,,,2005-02-02,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/53,53,uw22.jp2,/maps/image/uw22.jp2,maps53
"Map of the Upper Sound Country comprising parts of the counties of Pierce, Thurston, Kitsap, Mason and King, Washington (1889 - 1900)","Plummer, Henry G.; Mason Mortgage Loan Co",1895~,2000-2002,"Tacoma, Wa. : Mason Mortgage Loan Co. (San Francisco : H.S. Crocker &amp; Co., lith.)","1 map : col. ; 68 x 83 cm. Shows railroads, townships, ranges, and sections, and some landowner names and parcels. Scale ca. 1:125,000",Puget Sound Region (Wash.)--Maps; Railroads--Washington (State)--Pierce County--Maps; Railroads--Washington (State)--Thurston County--Maps,Image,Maps,United States--Washington (State)--Kitsap county; United States--Washington (State)--Pierce county; United States--Washington (State)--Thurston county,http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please credit University of Washington Libraries Special Collections.,uwm24; G4282.P8 1900 .P5,"University of Washington Libraries, Special Collections: photos@uw.edu",,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found as Map of the Upper Sound Country comprising parts of the counties of Pierce, Thurston, Kitsap, Mason and King, Washington, 1889-1900. G4282.P8 1900 .P5 at University of Washington Libraries Special Collections, photos@uw.edu",,1889; 1900,,,2005-02-02,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/54,54,uw24.jp2,/maps/image/uw24.jp2,maps54
"Map of Adams County, Washington (1904)","Barker &amp; Pettijohn; Barker, Claude; Adams County Abstract Company",1904,2000-2002,"Ritzville, Wa. : Pettijohn &amp; Swenson","1 map : col. ; 46 x 84 cm. Shows railroads, proposed railways, school houses, churches, county roads, springs, and school district boundaries and numbers. Includes ill.: Combined harvester at work in Adams County. Scale 1:126,720. One-half inch to the mile",Adams County (Wash.)--Maps,Image,Maps,United States--Washington (State)--Adams county,http://rightsstatements.org/vocab/NKC/1.0/,Item is in public domain as it was published prior to 1923.  Please credit University of Washington Libraries Special Collections.,uwm25; G4283.A2 1904 .B2,"University of Washington Libraries, Special Collections: photos@uw.edu",,image/jpg2000,University of Washington Libraries Map Collection,English,"Is found as Map of Adams County, Washington, 1904. G4283.A2 1904 .B2 at University of Washington Libraries Special Collections, photos@uw.edu",,1904,,,2005-02-02,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/55,55,uw25.jp2,/maps/image/uw25.jp2,maps55
