title,other title,creator,contributor,date,release date,subject,location,region,time period,description,abstract,table of contents,publisher,agency,standard number,rights,rights release,requirements for use,physical characteristics,collection,collection folder,type,language,format original,digital characteristics-a,series,digital collection,format,related items,title replaced by,title replaces,audience,hosted by,metadata creator,url-a,pres file name-m,pres local file path-m,full text,digital creation date-m,digital creator-m,capture tools-m,resolution-m,bit depth-m,security-m,checksum-m,local call number,revision-m,oclc number,date created,date modified,reference url,compound,cdmid,objectid,contentdm file name,full resolution,contentdm file path
Richard B. Harrison Library bookmobile visits tobacco packing house,,,,1946,,Public libraries--North Carolina; Bookmobiles--North Carolina; African Americans and libraries; African Americans--North Carolina; Women--North Carolina; Minorities--North Carolina,"Wake County, North Carolina, United States",,(1929-1945) Depression and World War Two,"From inside a tobacco packing house, a farmer selects books from the Richard B. Harrison Library bookmobile.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,,State Archives of North Carolina,,Image,English,Negatives (photographic),1321.96 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Cumber, Kim",,tts_Archives_004.tif,\Preservation_content\tts\images_master\,,2008-09,"Cumber, Kim",,600 dpi,24,,,N.94.10.19,,433608602,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/105,,105,libraryhistory105,106.jp2,,/p249901coll36/image/106.jp2
Children on steps of Elon Community Library,,,,1947-11; 1949-04,,Public libraries--North Carolina;,"Elon, Alamance County, North Carolina, United States",Central North Carolina Regional Library (historical),(1945-1989) Post War/Cold War period,Two little girls outside the Elon Community Library on the grounds of Elon High School. The library operated between November 1947 and 1950. It was replaced by bookmobile service.,,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,7 x 9.5 inches,Alamance County Public Libraries,,Image,English,Photographs,5385.241 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Kobrin, Lisa",,tts_AlamCoun_1.tif,\Preservation_content\tts\images_master\,,2008-05,"Kobrin, Lisa",,600 dpi,24,,,,,433605639,2008-09-25,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/106,,106,libraryhistory106,107.jp2,Volume12\tts_AlamCoun_1.tif,/p249901coll36/image/107.jp2
Mebane Public Library (exterior),,,,1949-05,,Public libraries--North Carolina; Children--North Carolina,"Mebane, Alamance County, North Carolina, United States",Central North Carolina Regional Library (historical),(1945-1989) Post War/Cold War period,"The Mebane Public Library was founded in summer 1936 and is pictured in 1949 at the corner of Clay and N. 4th Streets, Mebane.  The building was originally the Commerical & Farmers Bank.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,9.5 x 6.75 inches,Alamance County Public Libraries,,Image,English,Photographs,4406.979 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Kobrin, Lisa",,tts_AlamCoun_2.tif,\Preservation_content\tts\images_master\,,2008-05,"Kobrin, Lisa",,600 dpi,24,,,,,433608609,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/107,,107,libraryhistory107,108.jp2,Volume12\tts_AlamCoun_2.tif,/p249901coll36/image/108.jp2
Young women browse at the bookmobile parked behind May Memorial Library in Burlington,,,,1949-05,,Public libraries--North Carolina;,"Burlington, Alamance County, North Carolina, United States",Central North Carolina Regional Library (historical),(1945-1989) Post War/Cold War period,,,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,6.75 x 9.75 inches,Alamance County Public Libraries,,Image,English,Photographs,4422.462 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Kobrin, Lisa",,tts_AlamCoun_3.tif,\Preservation_content\tts\images_master\,,2008-05,"Kobrin, Lisa",,600 dpi,24,,,,,433605644,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/108,,108,libraryhistory108,109.jp2,Volume12\tts_AlamCoun_3.tif,/p249901coll36/image/109.jp2
May Memorial Library bookmobile visits Alamance County prison farm,,,,1954,,Public libraries--North Carolina; Bookmobiles--North Carolina; Women--North Carolina; Libraries and prisons,"Burlington, Alamance County, North Carolina, United States",Central North Carolina Regional Library (historical),(1954-1971) Civil Rights era,"Photo taken by the Prison Department of North Carolina photographer.; Miss Evelyn Parks, librarian, shows books to four unidentified prisoners. Miss Parks retired from the library in 1975 after 42 years of service as library director.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,7.25  x 9.5 inches,Alamance County Public Libraries,,Image,English,Photographs,5796.44 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Kobrin, Lisa",,tts_AlamCoun_4.tif,\Preservation_content\tts\images_master\,,2008-05,"Kobrin, Lisa",,600 dpi,24,,,,,433605646,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/109,,109,libraryhistory109,110.jp2,Volume12\tts_AlamCoun_4.tif,/p249901coll36/image/110.jp2
May Memorial Library outreach worker takes a book cart to Alamance County Hospital,,,,1950; 1959,,Public libraries--North Carolina; Bookmobiles--North Carolina; Public librarians; Libraries and hospital patients,"Burlington, Alamance County, North Carolina, United States",Central North Carolina Regional Library (historical),(1945-1989) Post War/Cold War period,"Miss Verna King, library assistant, helps an unidentified patient select a book at Alamance County Hospital, Burlington.  Miss King worked for the library more than 25 years beginning in 1949.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,6.75 x 5 inches,Alamance County Public Libraries,,Image,English,Photographs,2604.637 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Kobrin, Lisa",,tts_AlamCoun_5.tif,\Preservation_content\tts\images_master\,,2008-05,"Kobrin, Lisa",,600 dpi,24,,,,,433608837,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/110,,110,libraryhistory110,111.jp2,Volume12\tts_AlamCoun_5.tif,/p249901coll36/image/111.jp2
Old Alamance County bookmobile and its replacement parked at Courthouse Square in Graham,,,,1951-08-01,,Public libraries--North Carolina; Bookmobiles--North Carolina,"Graham, Alamance County, North Carolina, United States",Central North Carolina Regional Library (historical),(1945-1989) Post War/Cold War period,"Bookmobile driver Lawrence Sykes, library director Evelyn Parks, and bookmobile librarian Edgar Lynch stand between the old and new Alamance County bookmobiles in front of the Confederate monument in Graham",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,7.75 x 9.75 inches,Alamance County Public Libraries,,Image,English,Photographs,4368.728 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Kobrin, Lisa",,tts_AlamCoun_6.tif,\Preservation_content\tts\images_master\,,2008-05,"Kobrin, Lisa",,600 dpi,24,,,,,433605653,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/111,,111,libraryhistory111,112.jp2,Volume12\tts_AlamCoun_6.tif,/p249901coll36/image/112.jp2
Summer storytime at May Memorial Library in Burlington,,"Snow, A.C.",,1951-07-01,,Public libraries--North Carolina; Reading promotion--North Carolina,"Burlington, Alamance County, North Carolina, United States",Central North Carolina Regional Library (historical),(1945-1989) Post War/Cold War period,"Miss Blanche McDade conducts children's storytime at May Memorial Library, Burlington",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,7.75 x 9.5 inches,Alamance County Public Libraries,,Image,English,Photographs,4074.416 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Kobrin, Lisa",,tts_AlamCoun_7.tif,\Preservation_content\tts\images_master\,,2008-05,"Kobrin, Lisa",,600 dpi,24,,,,,433608647,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/112,,112,libraryhistory112,113.jp2,Volume12\tts_AlamCoun_7.tif,/p249901coll36/image/113.jp2
Burlington Public Library (interior),,,,1924,,Public libraries--North Carolina; Library information desks; Reading rooms; Schools--North Carolina,"Burlington, Alamance County, North Carolina, United States",Central North Carolina Regional Library (historical),(1900-1929) North Carolina's industrial revolution and World War One,Photo taken by the Burlington High School yearbook photographer.; Reading room and circulation desk of the first public library in Burlington located within Broad Street School,,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,6 x 9.5 inches,Alamance County Public Libraries,,Image,English,Photographs,3929.709 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Kobrin, Lisa",,tts_AlamCoun_8.tif,\Preservation_content\tts\images_master\,,2008-05,"Kobrin, Lisa",,600 dpi,24,,,,,433605657,2008-09-25,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/113,,113,libraryhistory113,114.jp2,Volume12\tts_AlamCoun_8.tif,/p249901coll36/image/114.jp2
Anson County Library and bookmobile,,,,1953,,Public libraries--North Carolina; Bookmobiles--North Carolina;,"Anson County, North Carolina, United States",Sandhill Regional Library,(1945-1989) Post War/Cold War period,"The first permanent structure for the Anson County Library was the Huntley home, the second oldest house in Anson County.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,,Hampton B. Allen Library,,Image,English,Photographs,829.891 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Welch, Dianne",,tts_AnsoCoun_1.jpg,\Preservation_content\tts\images_master\,,2008-08,"Welch, Dianne",,200 dpi,24,,,,,433608849,2008-09-25,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/114,,114,libraryhistory114,115.jp2,Volume12\tts_AnsoCoun_1.jpg,/p249901coll36/image/115.jp2
Anson County Library. 1970s location,,,,1972,,Public libraries--North Carolina;,"Wadesboro, Anson County, North Carolina, United States",Sandhill Regional Library,(1945-1989) Post War/Cold War period,Anson County Library moved to this location in 1972 after county wide fundraising effort and support.,,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,,Hampton B. Allen Library,,Image,English,Photographs,1468.116 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Welch, Dianne",,tts_AnsoCoun_2.jpg,\Preservation_content\tts\images_master\,,2008-08,"Welch, Dianne",,200 dpi,24,,,,,433608656,2008-09-25,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/115,,115,libraryhistory115,116.jp2,Volume12\tts_AnsoCoun_2.jpg,/p249901coll36/image/116.jp2
Anson County Library's first bookmobile,,,,1937,,Public libraries--North Carolina; Bookmobiles--North Carolina; Children--North Carolina,"Anson County, North Carolina, United States",Sandhill Regional Library,(1929-1945) Depression and World War Two,"In 1937, WPA workers rebuilt an old discarded school bus and converted it into Anson County Library's first bookmobile.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,,Hampton B. Allen Library,,Image,English,Photographs,164.425 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Welch, Dianne",,tts_AnsoCoun_3.tif,\Preservation_content\tts\images_master\,,2008-08,"Welch, Dianne",,200 dpi,24,,,,,433608863,2008-09-25,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/116,,116,libraryhistory116,117.jp2,Volume12\tts_AnsoCoun_3.tif,/p249901coll36/image/117.jp2
Anson County Library bookmobiles,,,,1966,,Public libraries--North Carolina; Bookmobiles--North Carolina;,"Anson County, North Carolina, United States",Sandhill Regional Library,(1954-1971) Civil Rights era,A 1946 panel truck served as Anson County's bookmobile until it was replaced in 1966 by a larger more accommodating van.,,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,,Hampton B. Allen Library,,Image,English,Photographs,351.368 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Welch, Dianne",,tts_AnsoCoun_4.jpg,\Preservation_content\tts\images_master\,,2008-08,"Welch, Dianne",,200 dpi,24,,,,,433605675,2008-09-25,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/117,,117,libraryhistory117,118.jp2,Volume12\tts_AnsoCoun_4.jpg,/p249901coll36/image/118.jp2
Hampton B. Allen Library bookmobiles,,,,2008,,Public libraries--North Carolina; Bookmobiles--North Carolina;,"Wadesboro, Anson County, North Carolina, United States",Sandhill Regional Library,(1990-current) Contemporary,A 1985 used bookmobile served the needs of library users throughout Anson County until it was replaced in 2008.; The Anson County Library is now known as the Hampton B. Allen Library.,,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,,Hampton B. Allen Library,,Image,English,Photographs,3080.046 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Welch, Dianne",,tts_AnsoCoun_5.jpg,\Preservation_content\tts\images_master\,,2008-08,"Welch, Dianne",,200 dpi,24,,,,,433605681,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/118,,118,libraryhistory118,119.jp2,Volume12\tts_AnsoCoun_5.jpg,/p249901coll36/image/119.jp2
