title,description,creator,recipient,date,date-is-approximate,latitude,longitude,item-information,subject,related-publication,publisher-digital,source,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,cdmid,objectid,youtubeid,object_thumb,object_download,reference_url
"The Man Who Talked With God","Article from Thrill summarizing the origins of Psychiana, Robinson&#39;s beliefs, and focusing on the volume of material Psychiana mails and the large postage bill. Includes multiple photographs of Frank B. Robinson, his family, colleagues, Psychiana headquarters, and a Psychiana lecture.","","","1942-05-01","","","","multiple-page; articles","Psychiana Origin; Robinson Family; Mail Order Religion","","University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Magazine Articles&#39;","MG101_b6_Thrill_05_page18_19","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","686","demo_psychiana686","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/686","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/686.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana686.html"
"The Name of the Beast 666","Advertisement for Robinson&#39;s book &#39;The Name of the Beast &#39;666.&#39;&#39;  Includes order form.","","","1935","yes","","","single-page; order forms","Moscow, Idaho; Costs; Robinson&#39;s Books","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 27","MG101_b7_f27_016","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","374","demo_psychiana374","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/374","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/374.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana374.html"
"The New Psychiana","Flyer announcing Frank B. Robinson&#39;s new Lessons.","","new members","1945","yes","","","multiple-page; flyers","Doomed; Atomic War; Hiroshima; Civilizations; World War","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 23","MG101_b7_f23_044","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","252","demo_psychiana252","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/252","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/252.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana252.html"
"The Power of God Can Give To You New Life","Flyer claims Psychiana lessons will bring new life to students and can provide Allied forces with power to win World War II. Also states churches have never revealed this Power.","Psychiana, Inc.","","1944","yes","","","single-page; flyers","God-Power; World War; Allied Forces","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 26","MG101_b7_f26_044","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","338","demo_psychiana338","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/338","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/338.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana338.html"
"The Power of God, the Power of God, the Power of God","Flyer proclaims the discovery of the Power of God, which is available to anyone at any time through Psychiana Lessons. Also criticizes orthodox doctrine that God was crucified.","Psychiana, Inc.","","1944","yes","","","single-page; flyers","Crucified God; Criticizing Orthodox Religion; God-Power","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 26","MG101_b7_f26_046","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","339","demo_psychiana339","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/339","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/339.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana339.html"
"The Psychiana Bulletin, May 1950","Bulletin includes a primary article discussing the importance of mountains and the &#39;high&#39; people feel when they go to the mountains and into nature. This  includes stories of mountains in the Bible. Also includes stories written for children, letters from students, Q and A, and other articles.","The Wayfarer&#39;; Various","","1950-05-01","","","","multiple-page; bulletins","Psychiana Bulletin","Mountains; Testimonials","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 4, Folder 26","MG101_b4_f26_029","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","273","demo_psychiana273","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/273","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/273.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana273.html"
"The Shepherd of Moscow, Idaho","Article from Colliers Magazine provides a holistic view of Frank B. Robinson&#39;s life and Psychiana, including Robinson&#39;s travels before founding Psychiana, the development of the literature and doctrine, those who oppose and criticize Psychiana, and the financial success of Robinson himself.","Kobler, John","","1943-02-20","","46.732063","-117.001743","multiple-page; articles","Robinson&#39;s Life; Psychiana Criticism; Robinson&#39;s Wealth","","University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Magazine Articles&#39;","MG101_b6_Colliers_02-20-1943_page46_62_63","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","707","demo_psychiana707","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/707","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/707.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana707.html"
"The Sky is Red, for Protestant ministers","Lecture addressed to Protestant ministers about the dire nature of the church and its doctrine.","Robinson, Frank B.","","1940","yes","","","multiple-page; lectures","Criticizing Orthodox Religion; Church in Decline; Jesus Christ","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 26","MG101_b7_f26_117","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","360","demo_psychiana360","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/360","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/360.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana360.html"
"The World Comes After the Truth Every Time it is Offered to it.","Single-page flyer featuring large photograph of audience that came to hear Robinson speak in LA.  Text follows regarding the popularity of Robinson as a speaker","","","1935","yes","","","single-page; flyers","Lecture; Moscow, Idaho; Ernest Holmes; Los Angeles; Spirit of God","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 28","MG101_b7_f28_005","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","405","demo_psychiana405","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/405","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/405.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana405.html"
"This Drawing Depicts What Everyone May Have Through the Dynamic Power of the &#39;God-Law&#39;","Illustration of the Statue of Liberty. Paragraph follows illustration detailing the ways in which Psychiana can liberate its practitioners.","","","1939","yes","","","single-page; flyers","God-Law; Spirit of God; America; Freedom; Illustrations; Stephen Bern Dahlman","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 3","MG101_b7_f3_007","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","831","demo_psychiana831","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/831","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/831.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana831.html"
"This Life of Fulfillment May be Yours Through the Power Teach","Illustration and two letters. Illustration of a man wearing academic regalia and bearing a scroll labeled &#39;TRUTH.&#39; He is walking out of a building labeled &#39;KNOWLEDGE OF THE LIVING GOD&#39; and down a path labeled &#39;LIFE OF FULFILLMENT&#39; toward a rising sun. The letter under the illustration discusses the way God is available for all persons. The reverse side contains a letter titled &#39;A WORD OF WARNING&#39; that states that, although there are wondrous benefits to tapping the God-Power, the knowledge also comes with the responsibility to recruit others to the Psychiana cause.","Robinson, Frank B.","","1939","yes","","","single-page; flyers","Living God; God-Realm; God-Power; Recruitment; Spreading Psychiana; Illustrations; Stephen Bern Dahlman","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 3","MG101_b7_f3_004","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","828","demo_psychiana828","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/828","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/828.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana828.html"
"To &#39;Psychiana&#39; Members who Have Allowed Their Commitments to Become Delinquent [02]","A form letter from Frank B. Robinson asks members to meet their monetary commitment for the movement.","Robinson, Frank B.","My dear friend and fellow-student","1934","yes","","","single-page; form letters","Commitment; Delinquent; Students; Lessons","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 23","MG101_b7_f23_023","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","250","demo_psychiana250","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/250","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/250.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana250.html"
"To My Students [02]","A single-page notice sent to members asking that they do not make Frank B. Robinson any personal loans.","Robinson, Frank B.","Students","1938","yes","","","single-page; notices","Personal Loans; Sufficient; Bank Loans","","University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 24","MG101_b7_f24_001","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","254","demo_psychiana254","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/254","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/254.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana254.html"
"To My Students Everywhere [01]","Letter notifies students Robinson has revised and created new lessons he calls &#39;masterpieces,&#39; which he claims are far superior to the old lessons. He also offers these lessons to students for free if they bought the old lessons but asks for donations in order to keep Psychiana lessons in production. Letter includes a copy of Robinson&#39;s signature and illustrations of Robinson and Tenney.","Robinson, Frank B.","","1938","yes","","","single-page; letters","","Lessons Revised; Weeklies; Donations","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 4, Folder 27","MG101_b4_f27_002","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","293","demo_psychiana293","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/293","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/293.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana293.html"
"Untitled illustration of hungry man","A flyer featuring an untitled illustration of a man standing outside of a restaurant, looking hungrily at food he cannot afford to buy.","","","1942","yes","","","single-page; flyers","Material Abundance; God-Realm; Wealth; God-Power; Hardships; Illustrations","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 13","MG101_b7_f13_007","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","1022","demo_psychiana1022","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/1022","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/1022.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana1022.html"
"Untitled photograph of Robinson at his desk before a typewriter","Photograph of Robinson sitting at a desk in his &#39;down-town study.&#39; Text follows that regarding the taker of the photograph, and details of the scene, including notes on a photograph of Robinson&#39;s son.","Pfc. Zalmanoff","","1944","yes","","","single-page; photographs","Moscow, Idaho; Middle-Aged Frank B. Robinson; Psychiana Headquarters","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 28","MG101_b7_f28_003","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","386","demo_psychiana386","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/386","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/386.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana386.html"
"Variations of Applications for Psychiana Membership","Several variations of blank applications for Psychiana membership show different designs, prices, special offers and pitches to recruit students.","Psychiana, Inc.","","1937","yes","","","multiple-page; application forms","Membership; Costs; Advertising","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 25","mg101_b7_f25_009","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","303","demo_psychiana303","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/303","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/303.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana303.html"
"Wanderer","Advertisement for Robinson&#39;s book &#39;The Wanderer.&#39;  Includes order form.","","","1947","yes","","","single-page; order forms","Moscow, Idaho; Costs; Jesus Christ; Robinson&#39;s Books","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 27","MG101_b7_f27_019","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","378","demo_psychiana378","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/378","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/378.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana378.html"
"William Walter DeBolt at his Desk","Photograph of W.W. DeBolt sitting at his desk beside a Dictaphone and typewriter with several stacks of paper and a hardback book with Frank B. Robinson&#39;s face on the cover. [Later illustrations of this man on Psychiana documents may indicate this is actually C.W. Tenney, and was mislabeled.]","","","1938","yes","","","single-page; photographs","Psychiana Headquarters; Psychiana Staff; W.W. DeBolt","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_012","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","549","demo_psychiana549","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/549","https://digital.lib.uidaho.edu/digital/iiif/psychiana/549/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana549.html"
"You Have a Solemn Obligation to Me","Letter sent to members requesting that they pay their bill. Robinson asks students to make their payments because it will lighten their conscience.","Robinson, Frank B.","","1938","yes","","","single-page; form letters","Power  of God; Payments; Movement; Bills; Discounts; Expenses; Burdens; Obligations","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 24","MG101_b7_f24_041","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","282","demo_psychiana282","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/282","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/282.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana282.html"
"Your Chance To Obtain the Full Original &#39;Psychiana&#39; Teaching of Dr. Frank B. Robinson","Small card advertises Psychiana original 10 lesson course for only 4.98 and includes order form.","Psychiana, Inc.","","1940","yes","","","single-page; offers","Lessons; Costs","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 26","MG101_b7_f26_099","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","352","demo_psychiana352","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/352","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/352.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana352.html"

